70,229,LJ-0192-M,Long-Sleeve Logo Jersey- M,32,OTHER SALES,Clothing,CL_JE,Jerseys,No,2011-07-01,2012-06-30
71,226,LJ-0192-S,Long-Sleeve Logo Jersey- S,32,OTHER SALES,Clothing,CL_JE,Jerseys,No,2011-07-01,2012-06-30
72,235,LJ-0192-X,Long-Sleeve Logo Jersey- XL,32,OTHER SALES,Clothing,CL_JE,Jerseys,No,2011-07-01,2012-06-30
73,219,SO-B909-L,Mountain Bike Socks- L,3,MOUNTAIN,Clothing,CL_SO,Socks,No,2011-07-01,NULL
74,218,SO-B909-M,Mountain Bike Socks- M,3,MOUNTAIN,Clothing,CL_SO,Socks,No,2011-07-01,NULL
75,364,BK-M47B-38,Mountain-300 Black- 38,598,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,NULL
76,365,BK-M47B-40,Mountain-300 Black- 40,598,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,NULL
77,366,BK-M47B-44,Mountain-300 Black- 44,598,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,NULL
78,367,BK-M47B-48,Mountain-300 Black- 48,598,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,NULL
79,358,BK-M68B-38,Mountain-200 Black- 38,1106,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
80,360,BK-M68B-42,Mountain-200 Black- 42,1106,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
81,362,BK-M68B-46,Mountain-200 Black- 46,1106,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
82,352,BK-M68S-38,Mountain-200 Silver- 38,1118,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
83,354,BK-M68S-42,Mountain-200 Silver- 42,1118,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
84,356,BK-M68S-46,Mountain-200 Silver- 46,1118,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2012-07-01,2013-06-30
85,339,BK-R50B-44,Road-650 Black- 44,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
86,341,BK-R50B-48,Road-650 Black- 48,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
87,343,BK-R50B-52,Road-650 Black- 52,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
88,333,BK-R50B-58,Road-650 Black- 58,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
89,335,BK-R50B-60,Road-650 Black- 60,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
90,337,BK-R50B-62,Road-650 Black- 62,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
91,327,BK-R50R-44,Road-650 Red- 44,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
92,329,BK-R50R-48,Road-650 Red- 48,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
93,331,BK-R50R-52,Road-650 Red- 52,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
94,321,BK-R50R-58,Road-650 Red- 58,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
95,323,BK-R50R-60,Road-650 Red- 60,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
96,325,BK-R50R-62,Road-650 Red- 62,487,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
97,381,BK-R64Y-38,Road-550-W Yellow- 38,606,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
98,383,BK-R64Y-40,Road-550-W Yellow- 40,606,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
99,385,BK-R64Y-42,Road-550-W Yellow- 42,606,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
100,387,BK-R64Y-44,Road-550-W Yellow- 44,606,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
101,389,BK-R64Y-48,Road-550-W Yellow- 48,606,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
102,373,BK-R89B-44,Road-250 Black- 44,1321,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
103,375,BK-R89B-48,Road-250 Black- 48,1321,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
104,377,BK-R89B-52,Road-250 Black- 52,1321,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
105,379,BK-R89B-58,Road-250 Black- 58,1321,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
106,368,BK-R89R-44,Road-250 Red- 44,1519,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
107,369,BK-R89R-48,Road-250 Red- 48,1519,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
108,370,BK-R89R-52,Road-250 Red- 52,1519,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,NULL
109,371,BK-R89R-58,Road-250 Red- 58,1321,ROAD,Bikes,BI_RB,Road Bikes,Yes,2012-07-01,2013-06-30
110,224,CA-1098,AWC Logo Cap,5,OTHER SALES,Clothing,CL_CA,Caps,No,2012-07-01,2013-06-30
111,391,FK-1639,LL Fork,66,n/a,Components,CO_FO,Forks,Yes,2012-07-01,NULL
112,392,FK-5136,ML Fork,78,n/a,Components,CO_FO,Forks,Yes,2012-07-01,NULL
113,393,FK-9939,HL Fork,102,n/a,Components,CO_FO,Forks,Yes,2012-07-01,NULL
114,409,FR-M63B-38,ML Mountain Frame - Black- 38,186,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,NULL
115,426,FR-M63B-40,ML Mountain Frame - Black- 40,186,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,NULL
116,427,FR-M63B-44,ML Mountain Frame - Black- 44,186,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,NULL
117,428,FR-M63B-48,ML Mountain Frame - Black- 48,186,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,NULL
118,305,FR-M94B-38,HL Mountain Frame - Black- 38,654,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
119,297,FR-M94B-42,HL Mountain Frame - Black- 42,654,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
120,302,FR-M94B-46,HL Mountain Frame - Black- 46,654,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
121,308,FR-M94S-38,HL Mountain Frame - Silver- 38,661,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
122,289,FR-M94S-42,HL Mountain Frame - Silver- 42,661,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
123,294,FR-M94S-46,HL Mountain Frame - Silver- 46,661,MOUNTAIN,Components,CO_MF,Mountain Frames,Yes,2012-07-01,2013-06-30
124,280,FR-R38B-44,LL Road Frame - Black- 44,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
125,283,FR-R38B-48,LL Road Frame - Black- 48,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
126,286,FR-R38B-52,LL Road Frame - Black- 52,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
127,254,FR-R38B-58,LL Road Frame - Black- 58,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
128,257,FR-R38B-60,LL Road Frame - Black- 60,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
129,260,FR-R38B-62,LL Road Frame - Black- 62,170,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
130,263,FR-R38R-44,LL Road Frame - Red- 44,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
131,265,FR-R38R-48,LL Road Frame - Red- 48,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
132,267,FR-R38R-52,LL Road Frame - Red- 52,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
133,269,FR-R38R-58,LL Road Frame - Red- 58,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
134,271,FR-R38R-60,LL Road Frame - Red- 60,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
135,273,FR-R38R-62,LL Road Frame - Red- 62,187,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,NULL
136,417,FR-R72Y-38,ML Road Frame-W - Yellow- 38,300,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
137,429,FR-R72Y-40,ML Road Frame-W - Yellow- 40,300,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
138,431,FR-R72Y-42,ML Road Frame-W - Yellow- 42,300,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
139,433,FR-R72Y-44,ML Road Frame-W - Yellow- 44,300,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
140,435,FR-R72Y-48,ML Road Frame-W - Yellow- 48,300,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
141,439,FR-R92B-44,HL Road Frame - Black- 44,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
142,441,FR-R92B-48,HL Road Frame - Black- 48,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
143,443,FR-R92B-52,HL Road Frame - Black- 52,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
144,437,FR-R92B-62,HL Road Frame - Black- 62,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
145,242,FR-R92R-44,HL Road Frame - Red- 44,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
146,245,FR-R92R-48,HL Road Frame - Red- 48,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
147,248,FR-R92R-52,HL Road Frame - Red- 52,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
148,251,FR-R92R-56,HL Road Frame - Red- 56,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
149,239,FR-R92R-62,HL Road Frame - Red- 62,722,ROAD,Components,CO_RF,Road Frames,Yes,2012-07-01,2013-06-30
150,410,FW-M423,LL Mountain Front Wheel,27,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
151,411,FW-M762,ML Mountain Front Wheel,93,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
152,412,FW-M928,HL Mountain Front Wheel,133,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
153,413,FW-R623,LL Road Front Wheel,38,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
154,414,FW-R762,ML Road Front Wheel,110,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
155,415,FW-R820,HL Road Front Wheel,147,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
156,416,FW-T905,Touring Front Wheel,97,TOUR,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
157,470,GL-F110-L,Full-Finger Gloves- L,16,MOUNTAIN,Clothing,CL_GL,Gloves,No,2012-07-01,NULL
158,469,GL-F110-M,Full-Finger Gloves- M,16,MOUNTAIN,Clothing,CL_GL,Gloves,No,2012-07-01,NULL
159,468,GL-F110-S,Full-Finger Gloves- S,16,MOUNTAIN,Clothing,CL_GL,Gloves,No,2012-07-01,NULL
160,466,GL-H102-L,Half-Finger Gloves- L,10,OTHER SALES,Clothing,CL_GL,Gloves,No,2012-07-01,2013-06-30
161,464,GL-H102-M,Half-Finger Gloves- M,10,OTHER SALES,Clothing,CL_GL,Gloves,No,2012-07-01,2013-06-30
162,462,GL-H102-S,Half-Finger Gloves- S,10,OTHER SALES,Clothing,CL_GL,Gloves,No,2012-07-01,2013-06-30
163,397,HB-M243,LL Mountain Handlebars,18,MOUNTAIN,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
164,399,HB-M763,ML Mountain Handlebars,25,MOUNTAIN,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
165,401,HB-M918,HL Mountain Handlebars,49,MOUNTAIN,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
166,403,HB-R504,LL Road Handlebars,18,ROAD,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
167,405,HB-R720,ML Road Handlebars,25,ROAD,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
168,407,HB-R956,HL Road Handlebars,49,ROAD,Components,CO_HB,Handlebars,No,2012-07-01,2013-06-30
169,216,HL-U509,Sport-100 Helmet- Black,14,OTHER SALES,Accessories,AC_HE,Helmets,Yes,2012-07-01,2013-06-30
170,221,HL-U509-B,Sport-100 Helmet- Blue,14,OTHER SALES,Accessories,AC_HE,Helmets,Yes,2012-07-01,2013-06-30
171,213,HL-U509-R,Sport-100 Helmet- Red,14,OTHER SALES,Accessories,AC_HE,Helmets,Yes,2012-07-01,2013-06-30
172,394,HS-0296,LL Headset,15,n/a,Components,CO_HS,Headsets,No,2012-07-01,NULL
173,395,HS-2451,ML Headset,45,n/a,Components,CO_HS,Headsets,No,2012-07-01,NULL
174,396,HS-3479,HL Headset,55,n/a,Components,CO_HS,Headsets,No,2012-07-01,NULL
175,233,LJ-0192-L,Long-Sleeve Logo Jersey- L,29,OTHER SALES,Clothing,CL_JE,Jerseys,No,2012-07-01,2013-06-30
176,230,LJ-0192-M,Long-Sleeve Logo Jersey- M,29,OTHER SALES,Clothing,CL_JE,Jerseys,No,2012-07-01,2013-06-30
177,227,LJ-0192-S,Long-Sleeve Logo Jersey- S,29,OTHER SALES,Clothing,CL_JE,Jerseys,No,2012-07-01,2013-06-30
178,236,LJ-0192-X,Long-Sleeve Logo Jersey- XL,29,OTHER SALES,Clothing,CL_JE,Jerseys,No,2012-07-01,2013-06-30
179,447,LO-C100,Cable Lock,10,OTHER SALES,Accessories,AC_LO,Locks,Yes,2012-07-01,NULL
180,451,LT-H902,Headlights - Dual-Beam,14,ROAD,Accessories,AC_LI,Lights,Yes,2012-07-01,NULL
181,452,LT-H903,Headlights - Weatherproof,19,ROAD,Accessories,AC_LI,Lights,Yes,2012-07-01,NULL
182,450,LT-T990,Taillights - Battery-Powered,6,ROAD,Accessories,AC_LI,Lights,Yes,2012-07-01,NULL
183,446,PA-T100,Touring-Panniers- Large,52,TOUR,Accessories,AC_PA,Panniers,No,2012-07-01,NULL
184,448,PU-0452,Minipump,8,OTHER SALES,Accessories,AC_PU,Pumps,Yes,2012-07-01,NULL
185,449,PU-M044,Mountain Pump,10,MOUNTAIN,Accessories,AC_PU,Pumps,Yes,2012-07-01,NULL
186,419,RW-M423,LL Mountain Rear Wheel,39,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
187,420,RW-M762,ML Mountain Rear Wheel,105,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
188,421,RW-M928,HL Mountain Rear Wheel,145,MOUNTAIN,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
189,422,RW-R623,LL Road Rear Wheel,50,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
190,423,RW-R762,ML Road Rear Wheel,122,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
191,424,RW-R820,HL Road Rear Wheel,159,ROAD,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
192,425,RW-T905,Touring Rear Wheel,109,TOUR,Components,CO_WH,Wheels,Yes,2012-07-01,NULL
193,461,SB-M891-L,Men's Bib-Shorts- L,37,OTHER SALES,Clothing,CL_BS,Bib-Shorts,No,2012-07-01,NULL
194,460,SB-M891-M,Men's Bib-Shorts- M,37,OTHER SALES,Clothing,CL_BS,Bib-Shorts,No,2012-07-01,NULL
195,459,SB-M891-S,Men's Bib-Shorts- S,37,OTHER SALES,Clothing,CL_BS,Bib-Shorts,No,2012-07-01,NULL
196,454,SH-M897-L,Men's Sports Shorts- L,25,OTHER SALES,Clothing,CL_SH,Shorts,No,2012-07-01,NULL
197,453,SH-M897-M,Men's Sports Shorts- M,25,OTHER SALES,Clothing,CL_SH,Shorts,No,2012-07-01,NULL
198,445,SH-M897-S,Men's Sports Shorts- S,25,OTHER SALES,Clothing,CL_SH,Shorts,No,2012-07-01,NULL
199,455,SH-M897-X,Men's Sports Shorts- XL,25,OTHER SALES,Clothing,CL_SH,Shorts,No,2012-07-01,NULL
200,458,TG-W091-L,Women's Tights- L,31,OTHER SALES,Clothing,CL_TI,Tights,No,2012-07-01,NULL
201,457,TG-W091-M,Women's Tights- M,31,OTHER SALES,Clothing,CL_TI,Tights,No,2012-07-01,NULL
202,456,TG-W091-S,Women's Tights- S,31,OTHER SALES,Clothing,CL_TI,Tights,No,2012-07-01,NULL
203,601,BB-7421,LL Bottom Bracket,24,n/a,Components,CO_BB,Bottom Brackets,Yes,2013-07-01,NULL
204,602,BB-8107,ML Bottom Bracket,45,n/a,Components,CO_BB,Bottom Brackets,Yes,2013-07-01,NULL
205,603,BB-9108,HL Bottom Bracket,54,n/a,Components,CO_BB,Bottom Brackets,Yes,2013-07-01,NULL
206,478,BC-M005,Mountain Bottle Cage,4,MOUNTAIN,Accessories,AC_BC,Bottles and Cages,No,2013-07-01,NULL
207,479,BC-R205,Road Bottle Cage,3,ROAD,Accessories,AC_BC,Bottles and Cages,No,2013-07-01,NULL
208,596,BK-M18B-40,Mountain-500 Black- 40,295,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2013-07-01,NULL
209,597,BK-M18B-42,Mountain-500 Black- 42,295,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2013-07-01,NULL
210,598,BK-M18B-44,Mountain-500 Black- 44,295,MOUNTAIN,Bikes,BI_MB,Mountain Bikes,Yes,2013-07-01,NULL
